ld,paper,chamber,title,committee,status,became_law,chapter,primary_sponsor,cosponsors,subjects,num_sponsors,num_actions,num_roll_calls,num_amendments,latest_action_date,latest_action,ps_url,lawmaker_url
1649,SP0657,Senate,"Resolve, to Establish the Commission to Study and Recommend Solutions for Modernizing and Improving the Effectiveness of the Legislature",State and Local Government,"Died On Adjournment, Apr 29, 2026",False,,Sen. Harold STEWART (Aroostook),Sen. Joseph BALDACCI (Penobscot); Sen. Richard BENNETT (Oxford); Sen. Susan BERNARD (Aroostook); Rep. Randall GREENWOOD (Wales); Sen. Craig HICKMAN (Kennebec); Rep. Robert NUTTING (Oakland); Rep. Suzanne SALISBURY (Westbrook),LEGISLATURE,8,8,1,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0657,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0657&SessionID=16
1650,HP1091,House,An Act to Allow Paralegals to Be Paid by the Maine Commission on Public Defense Services,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",False,,Rep. Alicia COLLINS (Sidney),Rep. David BOYER (Poland); Rep. Gary DRINKWATER (Milford); Sen. David HAGGAN (Penobscot); Rep. Kimberly HAGGAN (Hampden); Rep. Michael SOBOLESKI (Phillips),LEGAL SERVICES,6,3,0,0,2025-05-28,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1091,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1091&SessionID=16
1651,HP1092,House,"An Act to Remove the Term ""Alleged"" When Referring to Victims of Sexual Assault in the Provisions of the Maine Revised Statutes Pertaining to Forensic Examinations",Judiciary,Enacted (ch. 109),True,109,Rep. Dylan PUGH (Portland),Sen. Anne CARNEY (Cumberland); Rep. Valli GEIGER (Rockland); Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Amy KUHN (Falmouth); Rep. Rafael MACIAS (Topsham); Rep. Dani O'HALLORAN (Brewer); Rep. Eleanor SATO (Gorham),CRIMES,8,6,0,1,2025-05-21,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1092,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1092&SessionID=16
1652,HP1093,House,An Act to Expand the Dental Care Access Credit,Taxation,Enacted (ch. 713),True,713,Rep. Holly STOVER (Boothbay),Rep. Lucien DAIGLE (Fort Kent); Rep. Lori GRAMLICH (Old Orchard Beach); Rep. Abigail GRIFFIN (Levant); Rep. Michael LEMELIN (Chelsea); Sen. Marianne MOORE (Washington); Sen. Cameron RENY (Lincoln),MEDICAID,7,8,0,1,2026-04-13,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table. Subsequently, PASSED TO BE ENACTED in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1093,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1093&SessionID=16
1653,HP1094,House,An Act to Develop Maine's Credentialed Workforce,Education and Cultural Affairs,Enacted (ch. 324),True,324,Rep. Holly SARGENT (York),Rep. Michael BRENNAN (Portland); Rep. Janice DODGE (Belfast); Rep. Allison HEPLER (Woolwich); Rep. Christina MITCHELL (Cumberland); Rep. Kelly MURPHY (Scarborough); Rep. Laurie OSHER (Orono); Sen. Joseph RAFFERTY (York); Sen. Michael TIPPING (Penobscot),JOB TRAINING,9,6,0,1,2025-06-03,"Reports Read On motion by Senator RAFFERTY of York the Majority Ought to Pass as Amended Report ACCEPTED Bill READ ONCE Committee Amendment ""A"" (H-375) READ and ADOPTED. Under suspension of the Rules, READ A SECOND TIME and PASSED TO BE ENGROSSED AS AMENDED by Committee Amendment ""A"" (H-375) in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1094,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1094&SessionID=16
1654,HP1095,House,An Act to Exempt Certain Sales and Transfers of Adult Use Cannabis from Excise Tax,Taxation,Enacted (ch. 504),True,504,Rep. David BOYER (Poland),Sen. Bruce BICKFORD (Androscoggin); Sen. Stacy BRENNER (Cumberland); Rep. Quentin CHAPMAN (Auburn); Rep. W. CROCKETT (Portland); Rep. Ann FREDERICKS (Sanford); Rep. Thomas LAVIGNE (Berwick); Rep. Shelley RUDNICKI (Fairfield); Rep. Laura SUPICA (Bangor); Sen. Michael TIPPING (Penobscot),MISCELLANEOUS TAXES,10,11,0,2,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1095,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1095&SessionID=16
1655,HP1096,House,An Act to Allow the Keeping of Chickens on Private Residential Property,"Agriculture, Conservation and Forestry",Enacted (ch. 174),True,174,Rep. Jennifer POIRIER (Skowhegan),Rep. Amanda COLLAMORE (Pittsfield); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Joshua MORRIS (Turner); Rep. Nathan WADSWORTH (Hiram),PRODUCTS,5,6,1,1,2025-05-27,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1096,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1096&SessionID=16
1656,HP1097,House,An Act to Facilitate Compliance with Federal Immigration Law by State and Local Government Entities,Judiciary,"Accepted Majority (ONTP) Report, Jun 17, 2025",False,,Rep. Michael SOBOLESKI (Phillips),Rep. Jeffrey ADAMS (Lebanon); Sen. Richard BRADSTREET (Kennebec); Rep. Richard CAMPBELL (Orrington); Sen. Scott CYRWAY (Kennebec); Rep. Gary DRINKWATER (Milford); Rep. Abigail GRIFFIN (Levant); Rep. Reagan PAUL (Winterport); Rep. Katrina SMITH (Palermo); Rep. James THORNE (Carmel),LEGAL SERVICES,10,4,2,1,2025-06-17,"Reports READ . On motion of Representative KUHN of Falmouth, the Majority Ought Not to Pass Report was ACCEPTED . ROLL CALL NO. 540 (Yeas 77 - Nays 71 - Absent 1 - Excused 2) Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1097,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1097&SessionID=16
1657,HP1098,House,An Act to Expand the Use of Tax Increment Revenue for Affordable Housing by Adding Authorized Project Costs,Taxation,"Died Between Houses, Jun 12, 2025",False,,Rep. Amy KUHN (Falmouth),Rep. Daniel ANKELES (Brunswick); Rep. Traci GERE (Kennebunkport); Rep. Adam LEE (Auburn); Rep. Anne-Marie MASTRACCIO (Sanford); Rep. Kelly MURPHY (Scarborough); Rep. Dani O'HALLORAN (Brewer); Rep. Melanie SACHS (Freeport),TAX INCREMENT FINANCING,8,6,4,0,2025-06-12,"Motion by Senator PIERCE of Cumberland to RECEDE and CONCUR with The Minority Ought to Pass Report FAILED. Roll Call Ordered Roll Call Number 496 Yeas 9 - Nays 26 - Excused 0 - Absent 0 Subsequently, the Senate INSISTED to ACCEPTANCE of the Majority Ought Not To Pass Report. Placed in Legislative Files (DEAD)",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1098,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1098&SessionID=16
1658,HP1099,House,An Act to Preserve and Strengthen the Fund for a Healthy Maine,Health and Human Services,"Died On Adjournment, Apr 29, 2026",False,,Rep. Anne GRAHAM (North Yarmouth),Sen. Henry INGWERSEN (York); Rep. Michele MEYER (Eliot); Rep. Matt MOONEN (Portland); Rep. Daniel SHAGOURY (Hallowell); Rep. Holly STOVER (Boothbay); Rep. Samuel ZAGER (Portland),MISCELLANEOUS TAXES,7,9,0,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1099,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1099&SessionID=16
1659,HP1100,House,An Act to Raise Revenue to Fund Firefighting Equipment Purchases and Training Related to Electric Vehicle Fires Through a Fee on Electric Vehicles,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Benjamin HYMES (Waldo),Sen. Scott CYRWAY (Kennebec); Rep. Timothy GUERRETTE (Caribou); Rep. Michael LANCE (Paris); Rep. Michael LEMELIN (Chelsea),SALES AND USE TAX,5,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1100,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1100&SessionID=16
1660,HP1101,House,An Act Creating a Private Right of Action Against a Government Employer,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. David BOYER (Poland),Rep. Mark BABIN (Fort Fairfield); Rep. Quentin CHAPMAN (Auburn); Rep. Tavis HASENFUS (Readfield); Sen. Craig HICKMAN (Kennebec); Rep. Adam LEE (Auburn); Rep. Grayson LOOKNER (Portland); Rep. Nina MILLIKEN (Blue Hill); Rep. Katrina SMITH (Palermo); Rep. James WHITE (Guilford),TORTS,10,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1101,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1101&SessionID=16
1661,HP1102,House,"Resolve, Requiring a Review and Assessment of the State's Invasive Species Management Efforts","Agriculture, Conservation and Forestry",Enacted (ch. 174),True,174,Rep. Sharon FROST (Belgrade),Sen. Richard BENNETT (Oxford); Sen. Russell BLACK (Franklin); Rep. Aaron DANA of the Passamaquoddy Tribe Representative Gary FRIEDMANN (Bar Harbor); Rep. Timothy GUERRETTE (Caribou); Rep. Tavis HASENFUS (Readfield); Rep. Allison HEPLER (Woolwich); Rep. Parnell TERRY (Gorham),INLAND FISHERIES AND WILDLIFE DEPT,8,9,0,1,2026-04-13,"On motion by Senator ROTUNDO of Androscoggin taken from the Special Appropriations Table. Subsequently, FINALLY PASSED in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1102,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1102&SessionID=16
1662,HP1103,House,"An Act to Amend the Laws Regarding Zoning and Land Use Restrictions to Limit Certain Requirements to Municipalities with Populations of More than 10,000",Housing and Economic Development,"Accepted Majority (ONTP) Report, Jun 5, 2025",False,,Rep. Michael SOBOLESKI (Phillips),Sen. Richard BRADSTREET (Kennebec); Rep. Richard CAMPBELL (Orrington); Rep. Alicia COLLINS (Sidney); Sen. Joseph MARTIN (Oxford); Rep. Reagan PAUL (Winterport); Rep. Katrina SMITH (Palermo),HOUSING,7,4,1,1,2025-06-05,Reports Read On motion by Senator CURRY of Waldo the Majority Ought Not to Pass Report ACCEPTED in concurrence. Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1103,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1103&SessionID=16
1663,HP1104,House,An Act Relating to Health Care Transparency and the Maine Health Data Organization,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, May 21, 2025",False,,Rep. Joshua MORRIS (Turner),Rep. Laurel LIBBY (Auburn),HEALTH DATA ORGANIZATION,2,3,0,0,2025-05-21,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1104,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1104&SessionID=16
1664,SP0658,Senate,An Act to Amend the Dirigo Business Incentives Program,Housing and Economic Development,Enacted (ch. 372),True,372,Sen. Michael TIPPING (Penobscot),,ECONOMIC DEVELOPMENT,1,7,1,1,2025-06-05,"PASSED TO BE ENACTED , in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0658,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0658&SessionID=16
1665,SP0659,Senate,An Act to Provide Property Tax Relief to Maine Families,Taxation,"Died On Adjournment, Apr 29, 2026",False,,Sen. Anne CARNEY (Cumberland),Sen. Richard BENNETT (Oxford); Sen. Bruce BICKFORD (Androscoggin); Rep. Michelle BOYER (Cape Elizabeth); Sen. Henry INGWERSEN (York); Rep. Adam LEE (Auburn); Sen. Timothy NANGLE (Cumberland); Rep. Dylan PUGH (Portland); Sen. Cameron RENY (Lincoln); Sen. Michael TIPPING (Penobscot),PROPERTY TAX,10,8,1,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0659,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0659&SessionID=16
1666,SP0660,Senate,"An Act to Include in the Ranked-choice Election Method for General and Special Elections the Offices of Governor, State Senator and State Representative and to Make Other Related Changes",Veterans and Legal Affairs,"Died On Adjournment, Apr 29, 2026",False,,Sen. Cameron RENY (Lincoln),President Matthea DAUGHTRY (Cumberland); Sen. Nicole GROHOSKI (Hancock); Sen. Craig HICKMAN (Kennebec); Rep. Matt MOONEN (Portland); Sen. Teresa PIERCE (Cumberland); Rep. Laura SUPICA (Bangor); Sen. Michael TIPPING (Penobscot),ELECTIONS,8,42,10,2,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0660,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0660&SessionID=16
1667,SP0661,Senate,"Resolve, to Allow Hemphill Farms, Inc. to Sue the State",Judiciary,Enacted (ch. 129),True,129,Sen. Harold STEWART (Aroostook),Rep. Roger ALBERT (Madawaska); Rep. Donald ARDELL (Monticello); Rep. Mark BABIN (Fort Fairfield); Sen. Susan BERNARD (Aroostook); Rep. Timothy GUERRETTE (Caribou); Rep. Joseph UNDERWOOD (Presque Isle),TORTS,7,8,2,2,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0661,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0661&SessionID=16
1668,SP0663,Senate,An Act Regarding the Voting Requirement to Extend the Date for Adjournment of the Legislature,State and Local Government,Enacted (ch. 505),True,505,Sen. Jill DUSON (Cumberland),,LEGISLATURE,1,11,4,1,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0663,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0663&SessionID=16
1669,SP0664,Senate,An Act to Establish the Cannabis Advisory Council,Veterans and Legal Affairs,Enacted (ch. 506),True,506,Sen. Craig HICKMAN (Kennebec),Rep. David BOYER (Poland); Rep. Quentin CHAPMAN (Auburn); Sen. Jill DUSON (Cumberland); Rep. Ann FREDERICKS (Sanford); Sen. Nicole GROHOSKI (Hancock); Rep. Timothy GUERRETTE (Caribou); Rep. Laura SUPICA (Bangor); Sen. Jeffrey TIMBERLAKE (Androscoggin); Sen. Michael TIPPING (Penobscot),CANNABIS,10,7,0,1,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=SP0664,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=SP0664&SessionID=16
1670,HP1105,House,An Act to Establish the Maine Public Employees Retirement System Home Repair and Energy Upgrade Loan Program and Fund,Labor,"Ought Not to Pass Pursuant To Joint Rule 310, May 13, 2025",False,,Rep. Christopher KESSLER (South Portland),Sen. Richard BENNETT (Oxford); Rep. Steven FOSTER (Dexter); Sen. Nicole GROHOSKI (Hancock),STATE RETIREMENT SYSTEM,4,3,0,0,2025-05-13,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1105,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1105&SessionID=16
1671,HP1106,House,An Act to Establish Disclosure Requirements Regarding Law Enforcement Officer Credibility Information,Criminal Justice and Public Safety,"Ought Not to Pass Pursuant To Joint Rule 310, Feb 10, 2026",False,,Rep. Adam LEE (Auburn),Rep. Mark BABIN (Fort Fairfield); Rep. Steven BISHOP (Bucksport); Rep. Stephan BUNKER (Farmington); Rep. Tavis HASENFUS (Readfield); Rep. Rachel HENDERSON (Rumford); Rep. Michel LAJOIE (Lewiston); Rep. Dani O'HALLORAN (Brewer); Rep. Suzanne SALISBURY (Westbrook),LAW ENFORCEMENT,9,4,0,0,2026-02-10,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1106,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1106&SessionID=16
1672,HP1107,House,An Act to Allow Participation in the Adult Use Cannabis Tracking System to Be Voluntary,Veterans and Legal Affairs,"Died Between Houses, Jun 16, 2025",False,,Rep. David BOYER (Poland),Rep. Aaron DANA of the Passamaquoddy Tribe Representative Billy Bob FAULKINGHAM (Winter Harbor); Sen. Nicole GROHOSKI (Hancock); Rep. Timothy GUERRETTE (Caribou); Sen. Matthew HARRINGTON (York); Sen. Craig HICKMAN (Kennebec); Rep. Karen MONTELL (Gardiner); Rep. William PLUECKER (Warren); Rep. Laura SUPICA (Bangor),CANNABIS,9,9,3,2,2025-06-17,On motion by Senator PIERCE of Cumberland the Senate INSISTED on The Report B Ought Not To Pass Report. Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1107,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1107&SessionID=16
1673,HP1108,House,"Resolve, to Establish a Pilot Project to Facilitate the Inclusion of Economic Impact Statements in the Legislative Process",State and Local Government,"Died On Adjournment, Apr 29, 2026",False,,Rep. Tiffany ROBERTS (South Berwick),Sen. Joseph BALDACCI (Penobscot); Rep. William BRIDGEO (Augusta); Rep. Amanda COLLAMORE (Pittsfield); Rep. John DUCHARME (Madison); Sen. Stacey GUERIN (Penobscot); Rep. Suzanne SALISBURY (Westbrook),LEGISLATURE,7,8,1,1,2026-04-29,Died in Possession of the Senate when the Legislature adjourned Sine Die and was PLACED IN THE LEGISLATIVE FILES . (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1108,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1108&SessionID=16
1674,HP1109,House,An Act to Require Insurers to Address Climate Risk in Their Business Activities,"Health Coverage, Insurance and Financial Services","Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",False,,Rep. Sophia WARREN (Scarborough),Rep. Matthew BECK (South Portland); Rep. Gary FRIEDMANN (Bar Harbor); Sen. Nicole GROHOSKI (Hancock); Rep. Laurie OSHER (Orono),INSURANCE PRACTICES,5,3,0,0,2025-05-28,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1109,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1109&SessionID=16
1675,HP1110,House,An Act to Provide Just Compensation in Cases of Taking by Eminent Domain by Transmission and Distribution Utilities,"Energy, Utilities and Technology","Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Paul FLYNN (Albion),Rep. Alicia COLLINS (Sidney); Rep. Steven FOSTER (Dexter); Rep. Mathew MCINTYRE (Lowell); Rep. Joshua MORRIS (Turner); Rep. Shelley RUDNICKI (Fairfield); Rep. Daniel SHAGOURY (Hallowell),ELECTRIC UTILITIES,7,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1110,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1110&SessionID=16
1676,HP1111,House,"Resolve, to Study Ways to Improve Recruitment and Retention of Rural Emergency Medical Services Personnel Through Access to Health Insurance",Criminal Justice and Public Safety,"Accepted Majority (ONTP) Report, Jun 10, 2025",False,,Rep. Holly EATON (Deer Isle),Rep. Steven BISHOP (Bucksport); Rep. W. CROCKETT (Portland); Rep. Cheryl GOLEK (Harpswell); Rep. Anne GRAHAM (North Yarmouth); Sen. Nicole GROHOSKI (Hancock); Rep. D. RAY (Lincolnville); Sen. Rachel TALBOT ROSS (Cumberland); Sen. Denise TEPLER (Sagadahoc); Rep. Kilton WEBB (Durham),EMERGENCY MEDICAL SERVICES,10,4,0,1,2025-06-10,"Reports READ . On motion of Representative HASENFUS of Readfield, the Majority Ought Not to Pass Report was ACCEPTED . Sent for concurrence. ORDERED SENT FORTHWITH.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1111,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1111&SessionID=16
1677,HP1112,House,An Act to Establish the Alzheimer's Disease and Related Dementias Prevention and Support Program,Health and Human Services,Enacted (ch. 507),True,507,Rep. Daniel SHAGOURY (Hallowell),Rep. Kristen CLOUTIER (Lewiston); Rep. Anne GRAHAM (North Yarmouth); Rep. Abigail GRIFFIN (Levant); Rep. Julia MCCABE (Lewiston); Sen. Marianne MOORE (Washington); Rep. Holly SARGENT (York),HEALTH AND HUMAN SERVICES DEPT,7,12,0,2,2025-07-08,HELD BY THE GOVERNOR.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1112,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1112&SessionID=16
1678,HP1113,House,An Act to Allocate Commercial Menhaden Fishing Licenses for Island Communities,Marine Resources,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Holly EATON (Deer Isle),Rep. Steven BISHOP (Bucksport); Rep. W. CROCKETT (Portland); Sen. Nicole GROHOSKI (Hancock); Rep. D. RAY (Lincolnville); Rep. Morgan RIELLY (Westbrook),COMMERCIAL FISHING,6,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1113,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1113&SessionID=16
1679,HP1114,House,An Act to Allocate Scallop Dragging Licenses for Island Communities,Marine Resources,"Ought Not to Pass Pursuant To Joint Rule 310, May 20, 2025",False,,Rep. Holly EATON (Deer Isle),Rep. Steven BISHOP (Bucksport); Rep. W. CROCKETT (Portland); Sen. Nicole GROHOSKI (Hancock); Rep. D. RAY (Lincolnville); Rep. Morgan RIELLY (Westbrook),SHELLFISH,6,3,0,0,2025-05-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1114,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1114&SessionID=16
1680,HP1115,House,An Act to Establish a Permanent Ferry Oversight Committee to Ensure Sustainable and Equitable Ferry Operations,Transportation,"Ought Not to Pass Pursuant To Joint Rule 310, May 22, 2025",False,,Rep. Holly EATON (Deer Isle),Rep. Daniel ANKELES (Brunswick); Rep. Steven BISHOP (Bucksport); Rep. W. CROCKETT (Portland); Rep. Gary FRIEDMANN (Bar Harbor); Rep. Valli GEIGER (Rockland); Sen. Nicole GROHOSKI (Hancock); Rep. Ann MATLACK (St. George); Rep. D. RAY (Lincolnville); Sen. Denise TEPLER (Sagadahoc),NAVIGATION,10,3,0,0,2025-05-22,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1115,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1115&SessionID=16
1681,HP1116,House,"An Act to Consider Municipal Shelter Facilities and Housing Projects Essential for Public Health, Welfare and Safety by Updating the Definition of ""Public Service Infrastructure""",Housing and Economic Development,Enacted (ch. 250),True,250,Rep. Grayson LOOKNER (Portland),Rep. Amy ARATA (New Gloucester); Sen. Glenn CURRY (Waldo); Rep. Victoria DOUDERA (Camden); Rep. Wayne FARRIN (Jefferson); Speaker Ryan FECTEAU (Biddeford); Rep. Traci GERE (Kennebunkport); Rep. Cassie JULIA (Waterville); Rep. David ROLLINS (Augusta); Rep. Suzanne SALISBURY (Westbrook),STATE GOVERNMENT,10,6,0,0,2025-06-03,PASSED TO BE ENACTED . Sent for concurrence. ORDERED SENT FORTHWITH.,https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1116,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1116&SessionID=16
1682,HP1117,House,An Act to Increase Fairness in the Income Tax by Adding Higher Tax Brackets and Tax Rates,Taxation,"Leave to Withdraw, Jan 20, 2026",False,,Rep. Laurie OSHER (Orono),Rep. Daniel ANKELES (Brunswick); Rep. Flavia DEBRITO (Waterville); Rep. Deqa DHALAC (South Portland); Rep. Holly EATON (Deer Isle); Rep. Cheryl GOLEK (Harpswell); Rep. Grayson LOOKNER (Portland); Rep. Charles SKOLD (Portland); Sen. Denise TEPLER (Sagadahoc); Sen. Michael TIPPING (Penobscot),INCOME TAX,10,4,0,0,2026-01-20,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1117,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1117&SessionID=16
1683,HP1118,House,An Act to Make a Freedom of Access Act Request Free of Charge upon Petition,Judiciary,"Ought Not to Pass Pursuant To Joint Rule 310, May 28, 2025",False,,Rep. Quentin CHAPMAN (Auburn),Rep. David BOYER (Poland); Rep. Billy Bob FAULKINGHAM (Winter Harbor); Rep. Ann FREDERICKS (Sanford); Sen. David HAGGAN (Penobscot); Rep. Rachel HENDERSON (Rumford); Sen. Craig HICKMAN (Kennebec); Rep. Laurel LIBBY (Auburn); Sen. Jeffrey TIMBERLAKE (Androscoggin),FREEDOM OF ACCESS,9,3,0,0,2025-05-28,Pursuant to Joint Rule 310.3 Placed in Legislative Files (DEAD),https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1118,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1118&SessionID=16
1684,HP1119,House,An Act to Implement Additional Criteria and Processes for the Supervised Community Confinement Program,Criminal Justice and Public Safety,Enacted (ch. 360),True,360,Rep. Victoria DOUDERA (Camden),,COMMUNITY BASED CORRECTIONS,1,6,1,1,2025-06-13,"Reports Read On motion by Senator BEEBE-CENTER of Knox the Majority Ought to Pass as Amended Report ACCEPTED . PREVAILED Roll Call Ordered Roll Call Number 522 Yeas 18 - Nays 17 - Excused 0 - Absent 0 READ ONCE Committee Amendment ""A"" (H-665) READ and ADOPTED Under suspension of the Rules, READ A SECOND TIME and PASSED TO BE ENGROSSED AS AMENDED by Committee Amendment ""A"" (H-665) in concurrence.",https://legislature.maine.gov/legis/bills/display_ps.asp?snum=132&paper=HP1119,https://legislature.maine.gov/LawMakerWeb/summary.asp?paper=HP1119&SessionID=16
