ld,paper,label,adopted,new_title,house_action,senate_action
1568,HP1026,"C ""A"" (H-303 )",True,,Adopted on 5/28/2025,Adopted on 5/28/2025
1571,HP1029,"C ""A"" (H-569 )",True,An Act to Modify Certification Standards for Full-time Teachers in Public Charter Schools and Standards for Reissuance of Educational Technician Certificates,Adopted on 6/9/2025,Adopted on 6/10/2025
1573,HP1031,"C ""A"" (H-359 )",False,,,
1574,HP1032,"C ""A"" (H-772 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
1575,HP1033,"C ""A"" (H-563 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1578,HP1036,"C ""A"" (H-625 )",True,"Resolve, to Establish the Commission to Evaluate the Scope of Regulatory Review and Oversight over Health Care Transactions That Impact the Delivery of Health Care Services in the State",Adopted on 6/25/2025,Adopted on 6/25/2025
1578,HP1036,"S ""A"" (S-441 ) to C ""A"" (H-625 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1580,HP1038,"C ""A"" (H-543 )",True,An Act to Prohibit Carriers and Pharmacy Benefits Managers from Using Spread Pricing,Adopted on 6/9/2025,Adopted on 6/9/2025
1581,HP1039,"C ""A"" (H-152 )",True,An Act Regarding the Motor Vehicle Excise Tax and Registration Fees Exemption for Certain Veterans,Adopted on 5/20/2025,Adopted on 5/21/2025
1582,HP1040,"S ""A"" (S-395 )",False,,,
1583,HP1041,"C ""A"" (H-811 )",True,An Act Regarding Home Health Care Services Ordered by a Physician Licensed Outside of Maine,Adopted on 2/26/2026,Adopted on 3/3/2026
1584,HP1042,"C ""A"" (H-424 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1587,HP1045,"C ""A"" (H-808 )",True,An Act to Clarify the Bureau of Labor Standards' Investigatory and Enforcement Procedures,Adopted on 3/5/2026,Adopted on 2/26/2026
1588,HP1046,"C ""A"" (H-406 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1593,HP1051,"C ""A"" (H-565 )",False,,,
1596,HP1054,"C ""A"" (H-463 )",True,"Resolve, Directing the Department of Marine Resources to Submit a Report on the Findings and Recommendations of the Aquaculture Advisory Council",Adopted on 6/4/2025,Adopted on 6/5/2025
1598,HP1056,"C ""A"" (H-195 )",True,An Act to Provide Relocation Assistance to Crime Victims,Adopted on 5/20/2025,Adopted on 5/21/2025
1604,SP0641,"C ""A"" (S-128 )",True,,Adopted on 5/22/2025,Adopted on 5/21/2025
1609,HP1063,"C ""A"" (H-874 )",True,An Act Regarding Background Checks for Medical Cannabis Providers,Adopted on 3/24/2026,Adopted on 3/25/2026
1611,HP1065,"C ""A"" (H-364 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1612,HP1066,"C ""A"" (H-538 )",False,,,
1615,HP1069,"C ""A"" (H-535 )",True,"Resolve, to Expand Access to Oral Health Care by Studying Alternative Pathways for Obtaining a License to Practice Dentistry",Adopted on 6/25/2025,Adopted on 6/25/2025
1615,HP1069,"S ""A"" (S-440 ) to C ""A"" (H-535 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1618,HP1072,"C ""A"" (H-199 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1619,HP1073,"C ""A"" (H-411 )",True,"Resolve, to Direct the Governor's Energy Office to Solicit Information Regarding the Creation of a Thermal Energy Networks Program in Maine",Adopted on 6/3/2025,Adopted on 6/4/2025
1620,HP1074,"C ""A"" (H-582 )",False,,,
1620,HP1074,"H ""A"" (H-616 ) to C ""A"" (H-582 )",False,,,
1623,HP1077,"C ""A"" (H-440 )",True,,Adopted on 6/3/2025,Adopted on 6/3/2025
1624,HP1078,"C ""A"" (H-401 )",True,,Adopted on 6/3/2025,Adopted on 6/4/2025
1626,HP1080,"C ""A"" (H-312 )",True,,Adopted on 5/29/2025,Adopted on 6/3/2025
1629,HP1083,"C ""A"" (H-487 )",False,,,
1635,HP1089,"C ""A"" (H-432 )",True,,Adopted on 6/3/2025,Adopted on 6/3/2025
1636,SP0644,"C ""A"" (S-492 )",False,,,
1637,SP0645,"C ""A"" (S-293 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1638,SP0646,"C ""A"" (S-261 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
1639,SP0647,"C ""A"" (S-275 )",True,"Resolve, Directing the Department of Education to Conduct a Statewide Survey Related to Instructional Time in Public Schools",Adopted on 6/9/2025,Adopted on 6/5/2025
1640,SP0648,"C ""A"" (S-347 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1640,SP0648,"S ""A"" (S-700 ) to C ""A"" (S-347 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1642,SP0650,"C ""A"" (S-321 )",True,,Adopted on 6/16/2025,Adopted on 6/13/2025
1642,SP0650,"S ""A"" (S-391 ) to C ""A"" (S-321 )",True,An Act to Protect Maine Consumers by Simplifying Subscription and Health Club Membership Cancellations,Adopted on 6/16/2025,Adopted on 6/13/2025
1643,SP0651,"C ""A"" (S-227 )",True,,Adopted on 6/25/2025,Adopted on 6/2/2025
1643,SP0651,"S ""A"" (S-479 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1643,SP0651,"C ""B"" (S-558 )",True,An Act to Establish the Maine Life Sciences Innovation Center,Adopted on 3/25/2026,Adopted on 3/18/2026
1643,SP0651,"C ""C"" (S-559 )",False,An Act to Establish the Maine Life Sciences Innovation Center,,
1643,SP0651,"H ""A"" (H-896 ) to C ""B"" (S-558 )",True,An Act to Establish the Maine Life Sciences Innovation Center,Adopted on 3/25/2026,Adopted on 4/2/2026
1646,SP0643,"C ""A"" (S-541 )",False,An Act to Require the Maine Criminal Justice Academy to Establish Training Requirements for Law Enforcement Officers Regarding the State's Good Samaritan Laws,,
1647,SP0655,"C ""A"" (S-661 )",True,,Adopted on 4/13/2026,Adopted on 4/9/2026
1648,SP0656,"C ""A"" (S-202 )",True,"Resolve, to Honor Margaret Chase Smith and Joshua Chamberlain in the National Statuary Hall Collection",Adopted on 6/4/2025,Adopted on 6/2/2025
1648,SP0656,"H ""A"" (H-429 ) to C ""A"" (S-202 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
1649,SP0657,"C ""A"" (S-368 )",True,"Resolve, to Establish the Commission to Study and Recommend Solutions for Modernizing and Improving the Effectiveness of the Legislature",Adopted on 6/13/2025,Adopted on 6/12/2025
1651,HP1092,"C ""A"" (H-142 )",True,"An Act to Remove the Term ""Alleged"" When Referring to Victims of Sexual Assault in the Provisions of the Maine Revised Statutes Pertaining to Forensic Examinations",Adopted on 5/13/2025,Adopted on 5/14/2025
1652,HP1093,"C ""A"" (H-871 )",True,An Act to Expand the Dental Care Access Credit,Adopted on 3/24/2026,Adopted on 3/25/2026
1653,HP1094,"C ""A"" (H-375 )",True,,Adopted on 6/2/2025,Adopted on 6/3/2025
1654,HP1095,"C ""A"" (H-620 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1654,HP1095,"S ""A"" (S-480 ) to C ""A"" (H-620 )",True,An Act to Exempt Certain Sales and Transfers of Adult Use Cannabis from Excise Tax,Adopted on 6/25/2025,Adopted on 6/25/2025
1655,HP1096,"C ""A"" (H-173 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1656,HP1097,"C ""A"" (H-750 )",False,,,
1658,HP1099,"C ""A"" (H-809 )",True,,Adopted on 2/26/2026,Adopted on 3/3/2026
1661,HP1102,"C ""A"" (H-814 )",True,"Resolve, Requiring a Review and Assessment of the State's Invasive Species Management Efforts",Adopted on 3/3/2026,Adopted on 3/5/2026
1662,HP1103,"C ""A"" (H-423 )",False,"An Act to Amend the Laws Regarding Zoning and Land Use Restrictions to Limit Certain Requirements to Municipalities with Populations of More than 4,000",,
1664,SP0658,"C ""A"" (S-205 )",True,An Act to Amend the Dirigo Business Incentives Program,Adopted on 6/4/2025,Adopted on 6/3/2025
1665,SP0659,"C ""A"" (S-416 )",True,,Adopted on 6/17/2025,Adopted on 6/16/2025
1666,SP0660,"C ""A"" (S-334 )",True,,,Adopted on 6/10/2025
1666,SP0660,"C ""B"" (S-499 )",True,,Adopted on 2/10/2026,Adopted on 12:00:00 AM
1667,SP0661,"C ""A"" (S-406 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
1667,SP0661,"S ""A"" (S-422 ) to C ""A"" (S-406 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
1668,SP0663,"C ""A"" (S-215 )",True,,Adopted on 6/4/2025,Adopted on 6/2/2025
1669,SP0664,"C ""A"" (S-375 )",True,,Adopted on 6/13/2025,Adopted on 6/12/2025
1672,HP1107,"C ""A"" (H-583 )",True,An Act to Provide for an Alternate Method for Tracking Adult Use Cannabis,Adopted on 6/16/2025,
1672,HP1107,"H ""A"" (H-617 ) to C ""A"" (H-583 )",True,An Act to Provide for an Alternate Method for Tracking Adult Use Cannabis,Adopted on 6/10/2025,
1673,HP1108,"C ""A"" (H-562 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1676,HP1111,"C ""A"" (H-598 )",False,"Resolve, to Study Ways to Improve Recruitment and Retention of Rural Emergency Services Personnel",,
1677,HP1112,"C ""A"" (H-442 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1677,HP1112,"H ""A"" (H-512 ) to C ""A"" (H-442 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1684,HP1119,"C ""A"" (H-665 )",True,An Act to Implement Additional Criteria and Processes for the Supervised Community Confinement Program,Adopted on 6/12/2025,Adopted on 6/13/2025
1687,HP1122,"C ""A"" (H-642 )",True,,Adopted on 6/11/2025,Adopted on 6/11/2025
1691,HP1126,"C ""A"" (H-325 )",True,,Adopted on 5/29/2025,Adopted on 6/13/2025
1695,HP1130,"C ""A"" (H-495 )",True,An Act to Require Law Enforcement Agencies to Adopt Written Policies Regarding Sex Trafficking and Commercial Sexual Exploitation,Adopted on 6/4/2025,Adopted on 6/5/2025
1696,HP1131,"C ""A"" (H-156 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1697,HP1132,"C ""A"" (H-486 )",True,,Adopted on 6/5/2025,Adopted on 6/5/2025
1700,HP1135,"C ""A"" (H-241 )",True,,Adopted on 5/22/2025,Adopted on 5/27/2025
1701,HP1136,"C ""A"" (H-403 )",True,"Resolve, Directing the Department of Education to Establish a Working Group to Study the Maine Learning Results",Adopted on 6/3/2025,Adopted on 6/4/2025
1702,HP1137,"C ""A"" (H-612 )",True,,Adopted on 6/10/2025,Adopted on 6/11/2025
1704,HP1139,"C ""A"" (H-694 )",False,,,
1705,HP1140,"C ""A"" (H-611 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1705,HP1140,"S ""A"" (S-684 ) to C ""A"" (H-611 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1706,HP1141,"C ""A"" (H-458 )",True,,Adopted on 6/3/2025,Adopted on 6/3/2025
1707,HP1142,"C ""A"" (H-444 )",False,An Act to Require a Person to Be Lawfully Present in the United States to Receive State or Local Financial Assistance and to Ensure Municipal Compliance with Federal Immigration Laws,,
1708,HP1143,"C ""A"" (H-351 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1710,HP1145,"C ""A"" (H-738 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1712,HP1147,"C ""A"" (H-382 )",False,,,
1712,HP1147,"H ""A"" (H-428 ) to C ""A"" (H-382 )",False,,,
1715,SP0668,"C ""A"" (S-256 )",True,,,Adopted on 6/16/2025
1716,SP0669,"C ""A"" (S-186 )",False,,,
1718,SP0671,"C ""A"" (S-140 )",True,,Adopted on 5/28/2025,Adopted on 5/27/2025
1719,SP0672,"C ""A"" (S-345 )",True,,Adopted on 6/13/2025,
1720,SP0673,"C ""A"" (S-296 )",True,"Resolve, Regarding Certified Nursing Assistant Examinations",Adopted on 6/9/2025,Adopted on 6/9/2025
1722,HP1149,"C ""A"" (H-769 )",True,An Act to Amend the Laws Governing the Regulation of Aquaculture Leases,Adopted on 6/17/2025,Adopted on 6/17/2025
1723,HP1150,"C ""A"" (H-671 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
1724,HP1151,"C ""A"" (H-326 )",True,,Adopted on 5/29/2025,Adopted on 6/2/2025
1725,HP1152,"C ""A"" (H-573 )",True,An Act to Require Reporting Regarding County Jail Boards of Visitors,Adopted on 6/9/2025,Adopted on 6/10/2025
1726,HP1153,"C ""A"" (H-438 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
1727,HP1154,"C ""A"" (H-544 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1728,SP0674,"C ""A"" (S-520 )",True,"An Act to Improve Affordability, Stability and Access in the Maine Child Care Affordability Program",Adopted on 3/10/2026,Adopted on 3/3/2026
1730,SP0676,"C ""A"" (S-544 )",True,An Act to Make Small Plug-in Solar Generation Devices Accessible for All Maine Residents to Address the Energy Affordability Crisis,Adopted on 3/30/2026,Adopted on 3/26/2026
1730,SP0676,"S ""A"" (S-581 ) to C ""A"" (S-544 )",True,,Adopted on 3/30/2026,Adopted on 3/26/2026
1731,SP0677,"C ""A"" (S-339 )",False,An Act to Enhance the Effectiveness of the Maine State Ferry Advisory Board,,
1733,SP0679,"C ""A"" (S-294 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1734,SP0680,"C ""A"" (S-288 )",True,,Adopted on 6/9/2025,Adopted on 6/5/2025
1735,SP0681,"C ""A"" (S-263 )",True,,Adopted on 6/4/2025,Adopted on 6/4/2025
1738,HP1156,"C ""A"" (H-484 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1738,HP1156,"S ""A"" (S-489 ) to C ""A"" (H-484 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1740,HP1158,"C ""A"" (H-518 )",True,"An Act to Establish the Science, Technology, Engineering, Arts and Mathematics Education Matching Grant Program",Adopted on 6/9/2025,Adopted on 6/9/2025
1741,HP1159,"C ""A"" (H-818 )",True,An Act Regarding Vacancies in the Office of Sheriff,Adopted on 3/3/2026,Adopted on 3/5/2026
1744,HP1162,"C ""A"" (H-857 )",True,,Adopted on 3/17/2026,Adopted on 3/18/2026
1745,HP1163,"C ""A"" (H-674 )",True,,Adopted on 6/12/2025,Adopted on 6/13/2025
1746,HP1164,"C ""A"" (H-585 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1746,HP1164,"S ""A"" (S-699 ) to C ""A"" (H-585 )",True,,Adopted on 4/13/2026,Adopted on 4/13/2026
1747,HP1165,"C ""A"" (H-279 )",True,,Adopted on 5/27/2025,Adopted on 5/28/2025
1748,HP1166,"C ""A"" (H-688 )",True,An Act to Enhance Businesses' Understanding of Labor Standards and Grow Maine's Energy Economy Through Project Development Information Resources,Adopted on 6/13/2025,Adopted on 6/16/2025
1750,HP1168,"C ""A"" (H-601 )",True,,Adopted on 6/10/2025,Adopted on 6/10/2025
1751,HP1169,"C ""A"" (H-766 )",True,,Adopted on 6/17/2025,Adopted on 6/18/2025
1752,HP1170,"C ""A"" (H-427 )",False,,,
1754,HP1172,"C ""A"" (H-385 )",True,,,Adopted on 6/3/2025
1755,HP1173,"C ""A"" (H-712 )",True,,Adopted on 6/16/2025,Adopted on 6/16/2025
1756,HP1174,"C ""A"" (H-706 )",False,,,
1759,HP1177,"C ""A"" (H-376 )",False,,,
1760,HP1178,"C ""A"" (H-519 )",False,,,
1761,HP1179,"C ""A"" (H-545 )",False,An Act to Prohibit the Transfer of Liability Relating to a Party's Own Negligence or Liability in Contracts,,
1763,HP1182,"C ""A"" (H-684 )",True,,Adopted on 6/13/2025,Adopted on 6/13/2025
1763,HP1182,"H ""A"" (H-711 ) to C ""A"" (H-684 )",True,,Adopted on 6/13/2025,Adopted on 6/16/2025
1764,HP1183,"C ""A"" (H-514 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1765,HP1184,"C ""A"" (H-672 )",True,An Act to Ensure Affordability and Stability in Residential Housing and in Manufactured Housing Communities,Adopted on 6/13/2025,Adopted on 6/13/2025
1766,SP0684,"C ""A"" (S-533 )",True,,Adopted on 3/30/2026,
1768,SP0686,"C ""A"" (S-216 )",True,,Adopted on 6/3/2025,Adopted on 6/2/2025
1769,SP0687,"C ""A"" (S-319 )",True,,Adopted on 6/9/2025,Adopted on 6/9/2025
1770,SP0688,"C ""A"" (S-423 )",True,"Resolve, to Establish the Real Estate Property Tax Relief Task Force",Adopted on 6/17/2025,Adopted on 6/17/2025
1771,SP0689,"C ""A"" (S-220 )",True,,Adopted on 6/4/2025,Adopted on 6/2/2025
1771,SP0689,"H ""A"" (H-488 ) to C ""A"" (S-220 )",True,,Adopted on 6/4/2025,Adopted on 6/5/2025
1772,SP0690,"C ""A"" (S-548 )",True,An Act to Establish the Fund for a Healthy Maine Stabilization Fund,Adopted on 3/19/2026,Adopted on 3/17/2026
1773,SP0691,"C ""A"" (S-177 )",True,,Adopted on 6/2/2025,Adopted on 5/29/2025
1776,HP1187,"C ""A"" (H-437 )",True,,,Adopted on 6/5/2025
1776,HP1187,"H ""A"" (H-587 )",False,"Resolve, to Study the Feasibility of Establishing Environmental Management System Protocols to Address Occupational Health and Safety Within the State House Complex",,
1777,HP1188,"C ""A"" (H-756 )",True,An Act to Reduce Costs and Increase Customer Protections for the State's Net Energy Billing Programs,Adopted on 6/18/2025,Adopted on 6/18/2025
1777,HP1188,"C ""B"" (H-757 )",False,An Act to Establish Duration and Compensation Limits in the Net Energy Billing Program,,
1777,HP1188,"H ""A"" (H-779 ) to C ""A"" (H-756 )",False,An Act to Reduce Costs and Increase Customer Protections for the State's Net Energy Billing Programs,,
1777,HP1188,"S ""A"" (S-439 ) to C ""A"" (H-756 )",True,An Act to Reduce Costs and Increase Customer Protections for the State's Net Energy Billing Programs,Adopted on 6/18/2025,Adopted on 6/18/2025
1778,HP1189,"C ""A"" (H-749 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
1780,HP1191,"C ""A"" (H-720 )",False,,,
1782,HP1193,"C ""A"" (H-408 )",True,"Resolve, Regarding Host Community Compensation for the Juniper Ridge Landfill in the City of Old Town",Adopted on 6/2/2025,Adopted on 6/2/2025
1783,HP1194,"C ""A"" (H-409 )",True,,Adopted on 6/2/2025,Adopted on 6/2/2025
1784,HP1195,"C ""A"" (H-703 )",True,,Adopted on 6/13/2025,Adopted on 6/16/2025
1785,HP1196,"C ""A"" (H-534 )",True,An Act to Require Health Insurance Carriers to Provide Contact Information for Employees Responsible for Negotiating Health Care Provider Contracts,Adopted on 6/9/2025,Adopted on 6/9/2025
1786,HP1197,"C ""A"" (H-308 )",True,,Adopted on 5/28/2025,Adopted on 5/28/2025
1787,HP1198,"C ""A"" (H-414 )",True,An Act to Increase Seed Money Contribution Limits for Gubernatorial Candidates Under the Maine Clean Election Act,Adopted on 6/4/2025,Adopted on 6/5/2025
1789,HP1200,"C ""A"" (H-533 )",True,An Act to Amend the Education Requirements in the Certified Public Accountant Licensure Laws,Adopted on 6/9/2025,Adopted on 6/9/2025
1792,SP0694,"C ""A"" (S-357 )",True,An Act to Ensure Fair and Equitable Recovery of Post-restructuring Stranded Costs,Adopted on 6/13/2025,Adopted on 6/12/2025
1792,SP0694,"C ""B"" (S-358 )",False,An Act Regarding the Allocation of Net Energy Billing Costs and Long-term Contracting Costs,,
1792,SP0694,"S ""A"" (S-373 ) to C ""A"" (S-357 )",True,An Act to Ensure Fair and Equitable Recovery of Post-restructuring Stranded Costs,Adopted on 6/13/2025,Adopted on 6/12/2025
1793,SP0695,"C ""A"" (S-190 )",True,An Act to Amend Eligibility Criteria Under the Maine Solid Waste Diversion Grant Program,Adopted on 6/2/2025,Adopted on 6/2/2025
1794,SP0696,"C ""A"" (S-335 )",True,,Adopted on 6/11/2025,Adopted on 6/11/2025
1796,SP0698,"C ""A"" (S-418 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1796,SP0698,"S ""A"" (S-424 ) to C ""A"" (S-418 )",False,,,Indefinitely postponed on 6/25/2025
1796,SP0698,"S ""B"" (S-481 ) to C ""A"" (S-418 )",True,,Adopted on 6/25/2025,Adopted on 6/25/2025
1800,HP1205,"C ""A"" (H-546 )",True,An Act to Prohibit Health Care Entities Providing Dental Plans from Requiring a Dental Provider to Charge Fees for Uncovered Dental Services,Adopted on 6/9/2025,Adopted on 6/9/2025
1801,SP0700,"C ""A"" (S-250 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
1802,SP0701,"C ""A"" (S-249 )",True,,Adopted on 6/4/2025,Adopted on 6/3/2025
1803,SP0702,"C ""A"" (S-657 )",True,,,Adopted on 4/13/2026
1803,SP0702,"C ""B"" (S-658 )",True,,Adopted on 4/9/2026,
1804,SP0704,"C ""A"" (S-567 )",False,,,
1805,SP0705,"C ""A"" (S-407 )",True,An Act to Establish a Post-judgment Review Process for Crimes Committed by Victims of Sex Trafficking and Sexual Exploitation,Adopted on 6/16/2025,Adopted on 6/16/2025
1806,HP1207,"C ""A"" (H-836 )",False,An Act to Require Submission of Information on the Rental or Leasing of Residential Buildings and Residential Dwellings,,
1810,HP1211,"C ""A"" (H-680 )",True,"Resolve, to Establish the Commission to Study the Judicial Disciplinary Process",Adopted on 6/13/2025,Adopted on 6/13/2025
1812,HP1213,"C ""A"" (H-448 )",True,An Act to Establish the Loans for Trade Tools Program,Adopted on 6/3/2025,Adopted on 6/3/2025
1813,HP1214,"C ""A"" (H-163 )",True,,Adopted on 5/20/2025,Adopted on 5/21/2025
1815,SP0703,"C ""A"" (S-371 )",True,An Act to Require Testing for Intoxicants for Drivers Involved in a Motor Vehicle Crash That Results in Serious Bodily Injury or Death,,Adopted on 6/12/2025
1816,SP0707,"C ""A"" (S-427 )",True,,Adopted on 6/17/2025,Adopted on 6/17/2025
1819,HP1217,"C ""A"" (H-504 )",True,,Adopted on 6/5/2025,Adopted on 6/5/2025
