ld,paper,chamber,number,date,motion,outcome,yeas,nays,absent,excused,vacant,yeas_required,url
978,HP0638,House,717,2026-04-02,"acc report ""a"" otp-am by ca ""c""",PREVAILS,76,68,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097279&chamber=House&serialnumber=717
995,HP0642,House,100,2025-04-29,ACC MAJ OTP AS AMENDED REP,PREVAILS,120,26,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097351&chamber=House&serialnumber=100
998,HP0645,Senate,510,2025-06-12,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097357&chamber=Senate&serialnumber=510
998,HP0645,House,455,2025-06-12,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,69,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097357&chamber=House&serialnumber=455
1002,HP0649,Senate,545,2025-06-13,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,12,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097352&chamber=Senate&serialnumber=545
1002,HP0649,House,477,2025-06-13,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,71,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097352&chamber=House&serialnumber=477
1003,HP0650,Senate,322,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097354&chamber=Senate&serialnumber=322
1007,HP0654,Senate,429,2025-06-10,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097362&chamber=Senate&serialnumber=429
1007,HP0654,House,387,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,77,67,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097362&chamber=House&serialnumber=387
1009,HP0656,Senate,936,2026-04-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097364&chamber=Senate&serialnumber=936
1009,HP0656,Senate,937,2026-04-09,ACCEPT MINORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,15,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097364&chamber=Senate&serialnumber=937
1009,HP0656,House,794,2026-04-09,ACC MAJ OUGHT NOT TO PASS REP,FAILS,66,81,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097364&chamber=House&serialnumber=794
1009,HP0656,House,818,2026-04-14,SUSPEND RULES -,FAILS,76,68,6,0,1,96,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097364&chamber=House&serialnumber=818
1011,SP0428,Senate,296,2025-06-02,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,14,1,1,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097368&chamber=Senate&serialnumber=296
1012,SP0429,Senate,332,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,17,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097369&chamber=Senate&serialnumber=332
1012,SP0429,Senate,358,2025-06-04,RECEDE AND CONCUR,PREVAILS,19,14,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097369&chamber=Senate&serialnumber=358
1013,SP0430,Senate,147,2025-05-13,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097371&chamber=Senate&serialnumber=147
1013,SP0430,House,137,2025-05-14,ACC MIN OUGHT NOT TO PASS REP,PREVAILS,74,68,8,0,1,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097371&chamber=House&serialnumber=137
1016,SP0433,Senate,362,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097374&chamber=Senate&serialnumber=362
1016,SP0433,Senate,461,2025-06-11,RECEDE AND CONCUR,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097374&chamber=Senate&serialnumber=461
1016,SP0433,House,425,2025-06-10,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,65,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097374&chamber=House&serialnumber=425
1017,SP0434,Senate,228,2025-05-27,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097375&chamber=Senate&serialnumber=228
1017,SP0434,House,208,2025-05-28,ACC MAJ OTP AS AMENDED REP,PREVAILS,79,68,4,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097375&chamber=House&serialnumber=208
1020,SP0437,Senate,498,2025-06-12,ACCEPT MINORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,17,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097383&chamber=Senate&serialnumber=498
1021,SP0439,Senate,341,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,26,6,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097385&chamber=Senate&serialnumber=341
1021,SP0439,House,315,2025-06-04,Enactment - Emer,FAILS,82,63,6,0,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097385&chamber=House&serialnumber=315
1022,SP0440,Senate,209,2025-05-21,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,30,2,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097386&chamber=Senate&serialnumber=209
1022,SP0440,House,175,2025-05-22,ACC MAJ OTP AS AMENDED REP,PREVAILS,96,46,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097386&chamber=House&serialnumber=175
1022,SP0440,House,180,2025-05-27,Enactment - Emer,FAILS,78,65,8,0,0,101,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097386&chamber=House&serialnumber=180
1023,SP0441,House,594,2025-06-25,RECEDE AND CONCUR,PREVAILS,74,64,11,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097387&chamber=House&serialnumber=594
1024,SP0442,Senate,250,2025-05-28,ACCEPT REPORT 'A' OUGHT NOT TO PASS,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097389&chamber=Senate&serialnumber=250
1027,SP0445,Senate,349,2025-06-04,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,34,0,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097395&chamber=Senate&serialnumber=349
1032,HP0661,Senate,395,2025-06-09,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,13,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097421&chamber=Senate&serialnumber=395
1032,HP0661,Senate,439,2025-06-10,RECEDE AND CONCUR,FAILS,16,16,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097421&chamber=Senate&serialnumber=439
1032,HP0661,Senate,456,2025-06-11,INSIST/ASK FOR COMMITTEE OF CONFERENCE,FAILS,16,17,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097421&chamber=Senate&serialnumber=456
1032,HP0661,House,327,2025-06-04,ACC MAJ OUGHT NOT TO PASS REP,FAILS,53,89,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097421&chamber=House&serialnumber=327
1034,HP0663,Senate,330,2025-06-03,ACCEPT REPORT 'B' OUGHT TO PASS,PREVAILS,17,16,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097425&chamber=Senate&serialnumber=330
1034,HP0663,Senate,433,2025-06-10,ENACTMENT,FAILS,16,16,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097425&chamber=Senate&serialnumber=433
1034,HP0663,House,269,2025-06-02,"acc report ""b"" otp",PREVAILS,70,69,12,0,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097425&chamber=House&serialnumber=269
1034,HP0663,House,381,2025-06-09,Enactment,FAILS,72,74,3,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097425&chamber=House&serialnumber=381
1036,HP0665,House,322,2025-06-04,ACC MAJ OUGHT TO PASS REP,PREVAILS,72,70,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097429&chamber=House&serialnumber=322
1044,HP0673,Senate,477,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS REPORT,PREVAILS,25,10,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097443&chamber=Senate&serialnumber=477
1044,HP0673,House,442,2025-06-11,ACC MAJ OUGHT TO PASS REP,PREVAILS,73,65,11,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097443&chamber=House&serialnumber=442
1048,HP0677,House,355,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,75,68,6,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097451&chamber=House&serialnumber=355
1049,HP0678,House,458,2025-06-12,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,85,60,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097422&chamber=House&serialnumber=458
1059,HP0688,Senate,898,2026-04-07,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,14,17,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097444&chamber=Senate&serialnumber=898
1059,HP0688,House,721,2026-04-02,"acc maj otp-am by ca ""a""",FAILS,56,90,4,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097444&chamber=House&serialnumber=721
1062,HP0691,Senate,511,2025-06-12,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097450&chamber=Senate&serialnumber=511
1062,HP0691,Senate,512,2025-06-12,TABLE UNTIL LATER,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097450&chamber=Senate&serialnumber=512
1062,HP0691,Senate,536,2025-06-13,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,15,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097450&chamber=Senate&serialnumber=536
1062,HP0691,House,456,2025-06-12,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,72,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097450&chamber=House&serialnumber=456
1063,HP0692,Senate,265,2025-05-29,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097452&chamber=Senate&serialnumber=265
1063,HP0692,Senate,305,2025-06-03,RECEDE AND CONCUR,FAILS,13,18,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097452&chamber=Senate&serialnumber=305
1063,HP0692,House,192,2025-05-27,ACC MAJ OUGHT NOT TO PASS REP,FAILS,63,73,15,0,0,69,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097452&chamber=House&serialnumber=192
1067,SP0451,Senate,331,2025-06-03,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,20,13,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097461&chamber=Senate&serialnumber=331
1077,HP0699,Senate,601,2025-06-17,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,18,16,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097502&chamber=Senate&serialnumber=601
1077,HP0699,House,537,2025-06-17,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,75,72,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097502&chamber=House&serialnumber=537
1078,HP0700,Senate,394,2025-06-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,11,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097503&chamber=Senate&serialnumber=394
1078,HP0700,House,345,2025-06-05,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,65,10,2,0,70,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097503&chamber=House&serialnumber=345
1080,HP0702,Senate,176,2025-05-20,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097507&chamber=Senate&serialnumber=176
1080,HP0702,Senate,177,2025-05-20,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097507&chamber=Senate&serialnumber=177
1080,HP0702,House,141,2025-05-14,Acc Maj OTP as Amended Rep,PREVAILS,77,63,10,0,1,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097507&chamber=House&serialnumber=141
1088,HP0710,Senate,645,2025-06-25,ACCEPT REPORT 'A' OUGHT NOT TO PASS,PREVAILS,18,14,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097491&chamber=Senate&serialnumber=645
1088,HP0710,House,584,2025-06-18,"ACC REPORT ""A"" ONTP",PREVAILS,77,70,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097491&chamber=House&serialnumber=584
1089,HP0711,Senate,478,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097493&chamber=Senate&serialnumber=478
1089,HP0711,Senate,592,2025-06-16,ACCEPT MINORITY OUGHT NOT TO PASS REPORT,FAILS,15,19,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097493&chamber=Senate&serialnumber=592
1089,HP0711,Senate,593,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097493&chamber=Senate&serialnumber=593
1089,HP0711,House,443,2025-06-11,ACC MAJ OTP AS AMENDED REP,FAILS,70,72,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097493&chamber=House&serialnumber=443
1097,HP0719,House,236,2025-05-29,ACC MAJ OTP AS AMENDED REP,PREVAILS,76,69,6,0,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097506&chamber=House&serialnumber=236
1101,SP0462,House,77,2025-04-10,INDEF PP HAH-47,PREVAILS,91,53,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097525&chamber=House&serialnumber=77
1101,SP0462,House,78,2025-04-10,PASSAGE TO BE ENGROSSED,PREVAILS,113,32,5,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097525&chamber=House&serialnumber=78
1105,HP0724,Senate,323,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,13,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097568&chamber=Senate&serialnumber=323
1105,HP0724,House,264,2025-06-02,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,66,11,0,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097568&chamber=House&serialnumber=264
1107,HP0726,Senate,555,2025-06-16,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,13,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097571&chamber=Senate&serialnumber=555
1107,HP0726,House,494,2025-06-13,ACC MAJ OTP AS AMENDED REP,PREVAILS,71,69,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097571&chamber=House&serialnumber=494
1109,HP0728,Senate,48,2025-03-20,REFERENCE,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097576&chamber=Senate&serialnumber=48
1109,HP0728,Senate,519,2025-06-12,ACCEPT REPORT 'C' OUGHT TO PASS AS AMENDED,FAILS,15,20,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097576&chamber=Senate&serialnumber=519
1109,HP0728,Senate,520,2025-06-12,ACCEPT REPORT 'A' OUGHT NOT TO PASS,PREVAILS,22,13,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097576&chamber=Senate&serialnumber=520
1109,HP0728,House,462,2025-06-12,"ACC REPORT ""A"" ONTP",PREVAILS,88,59,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097576&chamber=House&serialnumber=462
1113,HP0732,Senate,413,2025-06-09,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097584&chamber=Senate&serialnumber=413
1113,HP0732,House,372,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,74,71,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097584&chamber=House&serialnumber=372
1117,HP0736,Senate,337,2025-06-03,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,24,8,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097591&chamber=Senate&serialnumber=337
1117,HP0736,House,333,2025-06-04,ENACTMENT,PREVAILS,108,34,9,0,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097591&chamber=House&serialnumber=333
1120,HP0739,Senate,49,2025-03-20,REFERENCE,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097574&chamber=Senate&serialnumber=49
1120,HP0739,Senate,514,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,16,19,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097574&chamber=Senate&serialnumber=514
1120,HP0739,House,457,2025-06-12,ACC MAJ OTP AS AMENDED REP,FAILS,67,81,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097574&chamber=House&serialnumber=457
1123,HP0742,Senate,195,2025-05-21,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,13,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097581&chamber=Senate&serialnumber=195
1123,HP0742,House,146,2025-05-20,ACC MAJ OTP AS AMENDED REP,PREVAILS,78,69,3,0,1,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097581&chamber=House&serialnumber=146
1126,HP0745,Senate,50,2025-03-20,REFERENCE,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=50
1126,HP0745,Senate,515,2025-06-12,TABLE UNTIL LATER,FAILS,14,21,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=515
1126,HP0745,Senate,516,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=516
1126,HP0745,Senate,595,2025-06-17,ADOPT SENATE AMENDMENT (S-403) to COMMITTEE AMENDMENT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=595
1126,HP0745,Senate,596,2025-06-17,ADOPT CAH-660,PREVAILS,18,17,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=596
1126,HP0745,Senate,638,2025-06-25,ADOPT SENATE AMENDMENT (SBS-468) to COMMITTEE AMENDMENT,PREVAILS,16,15,0,4,0,16,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=638
1126,HP0745,Senate,654,2025-06-25,ENACTMENT,PREVAILS,17,16,0,2,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=Senate&serialnumber=654
1126,HP0745,House,459,2025-06-12,ACC MAJ OTP AS AMENDED REP,PREVAILS,77,70,2,2,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=House&serialnumber=459
1126,HP0745,House,557,2025-06-17,Enactment,PREVAILS,76,72,1,2,0,75,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=House&serialnumber=557
1126,HP0745,House,595,2025-06-25,RECEDE AND CONCUR,PREVAILS,73,67,9,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097587&chamber=House&serialnumber=595
1131,HP0750,Senate,479,2025-06-12,ACCEPT REPORT 'B' OUGHT NOT TO PASS,PREVAILS,19,16,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097595&chamber=Senate&serialnumber=479
1131,HP0750,House,448,2025-06-11,"REPORT ""B"" ONTP",PREVAILS,80,62,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097595&chamber=House&serialnumber=448
1133,SP0457,Senate,350,2025-06-04,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097467&chamber=Senate&serialnumber=350
1134,SP0461,Senate,494,2025-06-12,ACCEPT REPORT 'B' OUGHT NOT TO PASS,PREVAILS,21,14,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097524&chamber=Senate&serialnumber=494
1134,SP0461,House,481,2025-06-13,"ACC REPORT ""B"" ONTP",PREVAILS,73,72,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097524&chamber=House&serialnumber=481
1138,SP0469,Senate,436,2025-06-10,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,19,15,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097539&chamber=Senate&serialnumber=436
1138,SP0469,Senate,454,2025-06-11,PASSAGE TO BE ENGROSSED AS AMENDED,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097539&chamber=Senate&serialnumber=454
1138,SP0469,Senate,497,2025-06-12,RECEDE AND CONCUR,FAILS,13,22,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097539&chamber=Senate&serialnumber=497
1138,SP0469,House,449,2025-06-11,ACC MAJ OTP AS AMENDED REP,FAILS,68,73,8,2,0,71,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097539&chamber=House&serialnumber=449
1138,SP0469,House,510,2025-06-16,RECEDE AND CONCUR,FAILS,67,75,7,2,0,72,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097539&chamber=House&serialnumber=510
1145,SP0477,Senate,360,2025-06-05,TABLE UNTIL LATER,FAILS,13,19,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097597&chamber=Senate&serialnumber=360
1145,SP0477,Senate,361,2025-06-05,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,25,7,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097597&chamber=Senate&serialnumber=361
1145,SP0477,Senate,416,2025-06-09,RECEDE AND CONCUR,PREVAILS,32,2,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097597&chamber=Senate&serialnumber=416
1145,SP0477,House,366,2025-06-09,ACC MAJ OTP AS AMENDED REP,PREVAILS,81,64,4,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097597&chamber=House&serialnumber=366
1146,HP0751,Senate,303,2025-06-02,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,PREVAILS,20,14,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097599&chamber=Senate&serialnumber=303
1147,HP0752,Senate,371,2025-06-05,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,19,13,0,3,0,17,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097600&chamber=Senate&serialnumber=371
1147,HP0752,Senate,405,2025-06-09,RECEDE AND CONCUR,FAILS,16,18,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097600&chamber=Senate&serialnumber=405
1147,HP0752,House,251,2025-06-02,ACC MAJ OUGHT NOT TO PASS REP,FAILS,54,81,16,0,0,68,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097600&chamber=House&serialnumber=251
1148,HP0753,House,155,2025-05-20,ACC MAJ OTP AS AMENDED REP,PREVAILS,144,0,6,0,1,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097601&chamber=House&serialnumber=155
1154,HP0759,Senate,430,2025-06-10,ACCEPT MAJORITY OUGHT NOT TO PASS REPORT,PREVAILS,21,13,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097666&chamber=Senate&serialnumber=430
1154,HP0759,House,388,2025-06-09,ACC MAJ OUGHT NOT TO PASS REP,PREVAILS,76,68,5,2,0,73,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097666&chamber=House&serialnumber=388
1159,HP0764,House,206,2025-05-28,RECEDE AND CONCUR,PREVAILS,81,66,4,0,0,74,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097672&chamber=House&serialnumber=206
1164,HP0769,Senate,513,2025-06-12,ACCEPT MAJORITY OUGHT TO PASS AS AMENDED REPORT,FAILS,17,17,0,1,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=Senate&serialnumber=513
1164,HP0769,Senate,570,2025-06-16,RECONSIDER,FAILS,19,15,0,1,0,23,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=Senate&serialnumber=570
1164,HP0769,Senate,573,2025-06-16,ACCEPT MINORITY OUGHT NOT TO PASS REPORT,FAILS,17,18,0,0,0,18,https://legislature.maine.gov/LawMakerWeb/rollcall.asp?ID=280097681&chamber=Senate&serialnumber=573
